line_number,key,task,representation,kg,graph_id,prompt_type,temperature,temperature_label,cq_index,cq_complexity,endpoint,competency_question,sparql_query,syntax_ok,syntax_message,satisfiable,satisfiable_message,deterministic,deterministic_message,all_checks_passed,rows,variables,result_message,_line_number
305,sparql-nen-kwg-cot-temp1.0-What are all the available flood-specific hazard attributes and their details related to all geographical places?,sparql,nen,kwg,kwg,cot,1.0,temp1.0,8,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available flood-specific hazard attributes and their details related to all geographical places?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>

SELECT DISTINCT ?floodHazard ?hazardType ?geographicalPlace ?attribute ?value
WHERE {
  VALUES ?hazardType {
    kwg-ont:NOAAFlood
    kwg-ont:NOAAFlashFlood
    kwg-ont:NOAACoastalFlood
    kwg-ont:NOAALakeshoreFlood
    kwg-ont:NOAAStormSurgeTide
  }
  ?floodHazard a ?hazardType .
  ?floodHazard ?attribute ?value .
  OPTIONAL {
    ?floodHazard kwg-ont:spatialRelation ?geographicalPlace .
  }
}
ORDER BY ?floodHazard ?attribute",True,OK,True,OK,True,OK,True,100,"[""floodHazard"", ""hazardType"", ""geographicalPlace"", ""attribute"", ""value""]",OK,305
306,sparql-ttl-core_scholar_shallow-cot-temp0.0-What publication types have the longest average time between submission and publication?,sparql,ttl,core_scholar_shallow,core_scholar_shallow,cot,0.0,temp0.0,13,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publication types have the longest average time between submission and publication?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?publicationType (AVG(?timeDifferenceInDays) AS ?avgTime)
WHERE {
  ?publication a coress-ont:Publication .
  ?publication coress-ont:hasPublicationType ?publicationType .
  ?publication coress-ont:dateOfSubmission ?submissionDate .
  ?publication coress-ont:dateOfPublication ?publicationDate .
  
  FILTER(?publicationDate > ?submissionDate)

  BIND((SECONDS(xsd:dateTime(?publicationDate)) - SECONDS(xsd:dateTime(?submissionDate))) / 86400 AS ?timeDifferenceInDays)
}
GROUP BY ?publicationType
ORDER BY DESC(?avgTime)
LIMIT 1",True,OK,False,OK,True,OK,False,0,"[""publicationType"", ""avgTime""]",OK,306
307,sparql-nen-kwg-cot-temp1.0-What are all the available impact factor details for all hazard events?,sparql,nen,kwg,kwg,cot,1.0,temp1.0,11,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the available impact factor details for all hazard events?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?hazardEvent ?impactProperty ?impactValue
WHERE {
  ?impactObs a kwg-ont:ImpactObservation ;
             sosa:hasFeatureOfInterest ?hazardEvent ;
             sosa:observedProperty ?impactProperty ;
             sosa:hasSimpleResult ?impactValue .
  ?impactProperty rdfs:subClassOf* kwg-ont:ImpactObservableProperty .
  ?hazardEvent a/rdfs:subClassOf* kwg-ont:Hazard .
}",True,OK,False,OK,True,OK,False,0,"[""hazardEvent"", ""impactProperty"", ""impactValue""]",OK,307
308,sparql-nen-kwg_lite-0_shot-temp0.0-What are all the available geographical places and their names?,sparql,nen,kwg_lite,kwg_lite,0_shot,0.0,temp0.0,2,simple,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available geographical places and their names?,"PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?place ?name
WHERE {
    ?place rdf:type kwgl-ont:Place .
    ?place kwgl-ont:hasName ?name .
}",True,OK,True,OK,True,OK,True,10,"[""place"", ""name""]",OK,308
309,sparql-ttl-core_scholar_shallow-0_shot-temp0.0-What authors are advised by which advisors?,sparql,ttl,core_scholar_shallow,core_scholar_shallow,0_shot,0.0,temp0.0,6,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What authors are advised by which advisors?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?authorName ?advisorName
WHERE {
  ?authorRole a coress-ont:Author ;
              coress-ont:isPerformedBy ?agent ;
              coress-ont:advisedBy ?advisorName .
  
  ?agent coress-ont:hasFirstName ?firstName ;
         coress-ont:hasFamilyName ?lastName .
         
  BIND(CONCAT(?firstName, "" "", ?lastName) AS ?authorName)
}",True,OK,False,OK,True,OK,False,0,"[""authorName"", ""advisorName""]",OK,309
310,sparql-ttl-kwg-cot-temp1.0-What are all the available health-related concerns or attributes of all geographical places?,sparql,ttl,kwg,kwg,cot,1.0,temp1.0,3,simple,<FUSEKI_SERVER>/kwg/sparql,What are all the available health-related concerns or attributes of all geographical places?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX gnis: <http://gnis-ld.org/lod/gnis/ontology/>

SELECT DISTINCT ?place ?placeLabel ?healthAttribute ?value
WHERE {
  {
    # Path 1: For geographical places that are health care facilities, get their direct attributes.
    ?place a/rdfs:subClassOf* kwg-ont:HealthCareFacility .
    ?place ?healthAttribute ?value .
    FILTER(!isBlank(?value))
    FILTER(?healthAttribute NOT IN (rdf:type, geo:hasDefaultGeometry, geo:hasGeometry, kwg-ont:sfWithin, kwg-ont:spatialRelation))
  }
  UNION
  {
    # Path 2: For geographical regions with associated health observations.
    ?collection sosa:hasFeatureOfInterest ?place .
    ?collection a ?collectionType .
    FILTER (?collectionType = kwg-ont:PublicHealthObservationCollection || ?collectionType = kwg-ont:VulnerabilityObservationCollection)
    ?collection sosa:hasMember ?observation .
    ?observation sosa:observedProperty ?healthAttribute .
    ?observation sosa:hasSimpleResult ?value .
  }
  # Optionally retrieve a human-readable label for the place.
  OPTIONAL {
    ?place rdfs:label | gnis:officialName | kwg-ont:hospitalName | kwg-ont:pharmacyName | kwg-ont:publicHealthDepartmentName ?placeLabel .
  }
}
ORDER BY ?placeLabel ?healthAttribute",True,OK,True,OK,True,OK,True,320,"[""place"", ""placeLabel"", ""healthAttribute"", ""value""]",OK,310
311,sparql-ttl-kwg-cot-temp1.0-What are all the available impact factor details for all hazard events?,sparql,ttl,kwg,kwg,cot,1.0,temp1.0,11,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the available impact factor details for all hazard events?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>

SELECT DISTINCT ?hazardEvent ?impactPropertyLabel ?impactValue
WHERE {
  ?impactObsCollection sosa:hasFeatureOfInterest ?hazardEvent ;
                     a kwg-ont:ImpactObservationCollection ;
                     sosa:hasMember ?impactObservation .
  ?hazardEvent a kwg-ont:NOAAHazardEvent .
  ?impactObservation sosa:observedProperty ?impactProperty ;
                     sosa:hasSimpleResult ?impactValue .
  ?impactProperty rdfs:label ?impactPropertyLabel .
}
ORDER BY ?hazardEvent ?impactPropertyLabel",True,OK,False,OK,True,OK,False,0,"[""hazardEvent"", ""impactPropertyLabel"", ""impactValue""]",OK,311
312,sparql-axiom-kwg-cot-temp0.0-What are all the available climate-specific attributes related to all geographical places?,sparql,axiom,kwg,kwg,cot,0.0,temp0.0,9,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available climate-specific attributes related to all geographical places?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT ?place ?climateAttribute
WHERE {
  ?obsCollection a kwg-ont:ClimateDivisionObservationCollection ;
                 sosa:hasFeatureOfInterest ?place ;
                 sosa:hasMember ?propObsCollection .
  ?propObsCollection sosa:observedProperty ?climateAttribute .
}
ORDER BY ?place",True,OK,True,OK,True,OK,True,10,"[""place"", ""climateAttribute""]",OK,312
313,"sparql-ttl-kwg-0_shot-temp1.0-What are any and all available hazards, their details, and when did they happen?",sparql,ttl,kwg,kwg,0_shot,1.0,temp1.0,1,simple,<FUSEKI_SERVER>/kwg/sparql,"What are any and all available hazards, their details, and when did they happen?","PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX time: <http://www.w3.org/2006/time#>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT DISTINCT ?hazard ?label ?name ?narrative ?timeValue
WHERE {
  {
    ?hazard kwg-ont:hasTemporalScope/(time:inXSDDateTime|time:inXSDDate|time:inXSDgYear|time:inXSDDateTimeStamp) ?timeValue .
  } UNION {
    ?obs sosa:hasFeatureOfInterest ?hazard ;
         sosa:phenomenonTime/(time:inXSDDateTime|time:inXSDDate|time:inXSDgYear|time:inXSDDateTimeStamp) ?timeValue .
  } UNION {
    ?hazard kwg-ont:hasDeclaration/kwg-ont:hasDeclarationDate ?timeValue .
    FILTER(isLiteral(?timeValue))
  } UNION {
    ?hazard kwg-ont:hasDeclaration/kwg-ont:hasDeclarationDate/(time:inXSDDateTime|time:inXSDDate|time:inXSDgYear|time:inXSDDateTimeStamp) ?timeValue .
  }

  ?hazard a kwg-ont:Hazard .

  OPTIONAL { ?hazard rdfs:label ?label . }
  OPTIONAL {
    { ?hazard kwg-ont:hasDisasterName ?name . }
    UNION { ?hazard kwg-ont:hasFireName ?name . }
    UNION { ?hazard kwg-ont:hasIncidentName ?name . }
  }
  OPTIONAL {
    ?episode kwg-ont:episodeHasPart ?hazard .
    ?episode kwg-ont:hasNarrative ?narrative .
  }
}",True,OK,False,OK,True,OK,False,0,"[""hazard"", ""label"", ""name"", ""narrative"", ""timeValue""]",OK,313
314,"sparql-ttl-kwg-0_shot-temp0.0-What are any and all available hazards, their details, and when did they happen?",sparql,ttl,kwg,kwg,0_shot,0.0,temp0.0,1,simple,<FUSEKI_SERVER>/kwg/sparql,"What are any and all available hazards, their details, and when did they happen?","PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX time: <http://www.w3.org/2006/time#>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX gnis: <http://gnis-ld.org/lod/gnis/ontology/>
PREFIX kwgr: <http://stko-kwg.geog.ucsb.edu/lod/resource/>

SELECT DISTINCT ?hazard ?hazardTypeLabel ?details ?narrative ?startTime ?endTime ?instantTime
WHERE {
  ?hazard a ?hazardType .
  ?hazardType rdfs:subClassOf* kwg-ont:Hazard .
  
  OPTIONAL { ?hazardType rdfs:label ?hazardTypeLabel . }
  OPTIONAL { ?hazard rdfs:label|gnis:officialName|kwg-ont:hasDisasterName|kwg-ont:hasFireName|kwg-ont:hasIncidentName ?details . }
  OPTIONAL { 
    ?episode kwg-ont:episodeHasPart ?hazard . 
    ?episode kwg-ont:hasNarrative ?narrative . 
  }

  OPTIONAL {
    {
      ?hazard kwg-ont:hasTemporalScope ?tempEntity .
      OPTIONAL { ?tempEntity time:hasBeginning/(time:inXSDDateTime|time:inXSDDate) ?startTime . }
      OPTIONAL { ?tempEntity time:hasEnd/(time:inXSDDateTime|time:inXSDDate) ?endTime . }
      OPTIONAL { ?tempEntity (time:inXSDDateTime|time:inXSDDate) ?instantTime . }
    }
    UNION
    {
      ?obsCollection sosa:hasFeatureOfInterest ?hazard ;
                     sosa:phenomenonTime ?tempEntity .
      OPTIONAL { ?tempEntity time:hasBeginning/(time:inXSDDateTime|time:inXSDDate) ?startTime . }
      OPTIONAL { ?tempEntity time:hasEnd/(time:inXSDDateTime|time:inXSDDate) ?endTime . }
      OPTIONAL { ?tempEntity (time:inXSDDateTime|time:inXSDDate) ?instantTime . }
    }
    UNION
    {
      ?hazard kwg-ont:hasDeclaration/kwg-ont:hasDeclarationDate/(time:inXSDDateTime|time:inXSDDate) ?instantTime .
    }
    UNION
    {
      OPTIONAL {
        ?obs_start sosa:hasFeatureOfInterest ?hazard ;
                     sosa:observedProperty kwgr:nifcFireObservableProperty.fireDiscoveryDateTime ;
                     sosa:hasSimpleResult ?startTime .
      }
      OPTIONAL {
        ?obs_end sosa:hasFeatureOfInterest ?hazard ;
                   sosa:observedProperty kwgr:nifcFireObservableProperty.fireOutDateTime ;
                   sosa:hasSimpleResult ?endTime .
      }
    }
  }
}",True,OK,True,OK,True,OK,True,760,"[""hazard"", ""hazardTypeLabel"", ""details"", ""narrative"", ""startTime"", ""endTime"", ""instantTime""]",OK,314
315,sparql-ttl-core_scholar_rich-cot-temp0.0-What are all available authors?,sparql,ttl,core_scholar_rich,core_scholar_rich,cot,0.0,temp0.0,1,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available authors?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?author
WHERE {
  ?role rdf:type coresr-ont:Author ;
        coresr-ont:isPerformedBy ?author .
}",True,OK,False,OK,True,OK,False,0,"[""author""]",OK,315
316,sparql-ttl-core_scholar_rich-0_shot-temp1.0-What are all available universities and their city values?,sparql,ttl,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,5,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available universities and their city values?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX coresr-ont: <http://example.org/core_scholar_rich/>

SELECT ?university ?city
WHERE {
  ?university rdf:type coresr-ont:University .
  ?university coresr-ont:locatedAt ?location .
  ?location coresr-ont:atState ?state .
  ?city coresr-ont:hasState ?state .
  ?city rdf:type coresr-ont:City .
}",True,OK,True,OK,True,OK,True,10,"[""university"", ""city""]",OK,316
317,sparql-ttl-core_scholar_rich-0_shot-temp0.0-What are all available authors?,sparql,ttl,core_scholar_rich,core_scholar_rich,0_shot,0.0,temp0.0,1,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available authors?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT DISTINCT ?author
WHERE {
  ?author coresr-ont:performsRole ?role .
  ?role rdf:type coresr-ont:Author .
}",True,OK,False,OK,True,OK,False,0,"[""author""]",OK,317
318,"sparql-ttl-kwg_lite-cot-temp0.0-What are all the available earthquake hazards, their details, and their types?",sparql,ttl,kwg_lite,kwg_lite,cot,0.0,temp0.0,10,moderate,<FUSEKI_SERVER>/kwg_lite/sparql,"What are all the available earthquake hazards, their details, and their types?","PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>

SELECT DISTINCT
  ?attribute
  ?attributeLabel
  ?range
  ?parentAttribute
  ?parentLabel
WHERE {
  ?attribute rdf:type owl:DatatypeProperty .

  OPTIONAL { ?attribute rdfs:label ?attributeLabel . }
  OPTIONAL { ?attribute rdfs:range ?range . }

  OPTIONAL {
    ?attribute rdfs:subPropertyOf ?parentAttribute .
    OPTIONAL { ?parentAttribute rdfs:label ?parentLabel . }
  }

  FILTER (
    CONTAINS(LCASE(STR(?attribute)), ""earthquake"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""earthquake"")
  )
}
ORDER BY ?attribute",True,OK,True,OK,True,OK,True,6,"[""attribute"", ""attributeLabel"", ""range"", ""parentAttribute"", ""parentLabel""]",OK,318
319,sparql-nen-core_scholar_rich-0_shot-temp0.0-What are all available publications and their submission dates?,sparql,nen,core_scholar_rich,core_scholar_rich,0_shot,0.0,temp0.0,4,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available publications and their submission dates?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?publication ?submissionDate
WHERE {
  ?publication a coresr-ont:Publication ;
               coresr-ont:dateOfSubmission ?submissionDate .
}",True,OK,True,OK,True,OK,True,20,"[""publication"", ""submissionDate""]",OK,319
320,sparql-nen-kwg_lite-cot-temp1.0-What are all the available storm-specific hazard attributes and their details related to all geographical places?,sparql,nen,kwg_lite,kwg_lite,cot,1.0,temp1.0,7,moderate,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available storm-specific hazard attributes and their details related to all geographical places?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>

SELECT DISTINCT
  ?attribute
  ?attributeLabel
  ?range
  ?parentAttribute
  ?parentLabel
WHERE {
  ?attribute rdf:type owl:DatatypeProperty .
  ?attribute rdfs:domain kwgl-ont:Place .

  OPTIONAL { ?attribute rdfs:range ?range . }
  OPTIONAL { ?attribute rdfs:label ?attributeLabel . }

  OPTIONAL {
    ?attribute rdfs:subPropertyOf ?parentAttribute .
    OPTIONAL { ?parentAttribute rdfs:label ?parentLabel . }
  }

  FILTER (
    CONTAINS(LCASE(STR(?attribute)), ""storm"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""storm"") ||
    CONTAINS(LCASE(STR(?attribute)), ""hurricane"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""hurricane"") ||
    CONTAINS(LCASE(STR(?attribute)), ""tornado"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""tornado"")
  )
}
ORDER BY ?attribute",True,OK,True,OK,True,OK,True,36,"[""attribute"", ""attributeLabel"", ""range"", ""parentAttribute"", ""parentLabel""]",OK,320
321,sparql-nen-core_scholar_rich-0_shot-temp1.0-What are all available authors?,sparql,nen,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,1,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available authors?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX coresr-ont: <http://example.org/core_scholar_rich/>

SELECT DISTINCT ?author
WHERE {
  ?author rdf:type coresr-ont:Author .
}",True,OK,True,OK,True,OK,True,10,"[""author""]",OK,321
322,"sparql-nen-kwg_lite-cot-temp0.0-What are all the hurricane-specific hazard attributes available that are related to a geographical place, and all the damage impact details available and their temporal data if available?",sparql,nen,kwg_lite,kwg_lite,cot,0.0,temp0.0,13,complex,<FUSEKI_SERVER>/kwg_lite/sparql,"What are all the hurricane-specific hazard attributes available that are related to a geographical place, and all the damage impact details available and their temporal data if available?","PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>

SELECT DISTINCT ?damageImpactDetail ?temporalData
WHERE {
    ?damageImpactDetail rdf:type owl:DatatypeProperty .
    FILTER(CONTAINS(LCASE(STR(?damageImpactDetail)), ""hurricane""))
    
    # Filter to only get the ""base"" properties in this variable.
    # A base property is not a sub-property of another hurricane-related property.
    FILTER NOT EXISTS {
        ?damageImpactDetail rdfs:subPropertyOf ?anotherProp .
        FILTER(CONTAINS(LCASE(STR(?anotherProp)), ""hurricane""))
    }
    
    # Optionally find the temporal sub-properties for each base property.
    OPTIONAL {
        ?temporalData rdfs:subPropertyOf ?damageImpactDetail .
    }
}
ORDER BY ?damageImpactDetail ?temporalData",True,OK,True,OK,True,OK,True,10,"[""damageImpactDetail"", ""temporalData""]",OK,322
